ID,Gender,Age,Marital Status,Job,Employment Status,Your Phone Model,Your bank information,How many years you are using internet banking application,How many years you are using mobile banking application,Do you find mobile application user-friendly,Internet banking usage frequency,Mobile banking usage frequency,Credit card debt inquiry,Credit card debt payment,Credit card limit transactions,Create & delete virtual card,Virtual card limit transactions,An additional new card application,Opening a new account,Balance check,Loan transaction,Transfer money to previously transferred account.,Transfer money to new account.,Invoice payment (If it is automatic payment than choose once in a day),Government payments,GSM transactions,Rent payment,Lottery transactions,HGS / OGS transactions,Tax / penalty transactions,SGK transactions,Bill transactions,Salary payment,Investment account transactions,Foreign money exchange transactions,Gold transactions,Investment fund transactions,Stock transactions,Public offering operations,Repo transactions,Bond transactions,Instant stock exchange transactions,Consumer credit usage,My credit accounts,Applying for mortgage ,Applying for car loan,Findeks risk report,New card application,New account opening,Request status,Foreign exchange calculation,Loan calculation,Make an appointment at a bank branch,Donate transactions,View payment schedule,View bank campaigns,Mobile signature use,Communicating with the bank
129,Man,36-40,Married,Engineer,Public institution ,,Yapi Kredi,10+,3,No,Several times in a month,Once in a month,Once in a month,Once in a month,Never,Once in a month,Never,Never,Never,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
130,Man,31-35,Married,Engineer,Public institution ,,Akbank,,7,Yes,Once or several times a year,Once or several times a year,Never,I Prefer Internet Banking,Never,Never,Never,Never,Never,I Prefer Internet Banking,,Once or several times a year,Once or several times a year,Never,Once or several times a year,Never,Never,Never,Once or several times a year,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
131,Man,41-45,Married,Engineer,Public institution ,,Yapi Kredi,5-10,6,Yes,Once in a month,Once in a month,Once in a month,Once in a month,Once in a month,Once in a month,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never,Once or several times a year,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Several times in a month,Never,Never,Never
132,Woman,41-45,,,Public institution ,Samsung,Garanti,0-5,3,Yes,Once in a month,Once in a month,Once in a month,Once in a month,Once in a month,Once in a month,Once in a month,Once or several times a year,I Prefer Internet Banking,Once in a month,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Once in a month,I Prefer Internet Banking,Once in a month,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Never,Never,Never,,Never,Never,Never
133,Woman,,Single,Student,Not working ,Reeder,Ziraat,0-5,3,Yes,Once in a month,Several times in a week,Never,Never,Never,Never,Never,Never,Never,Several times in a week,Several times in a week,Several times in a month,Once or several times a year,Never,Once in a month,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Several times in a week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Several times in a week,Never,Never,Several times in a month,Never,Never,Never
134,Man,25-30,Married,purchasing,Private sector,Lenovo S1 Lite,Garanti,0-5,3,Yes,Several times in a month,Several times in a week,Once in a month,Once in a month,Once in a month,Never,Never,Never,Never,Several times in a month,Never,Once in a month,Once or several times a year,Once in a month,Several times in a month,Once in a month,Once in a month,Several times in a month,Once or several times a year,-,Never,Never,Once in a month,Never,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,Never,Never,Once or several times a year,Never,Never,Never
135,Man,25-30,Married,purchasing,Private sector,Lenovo S1 Lite,Yapi Kredi,0-5,3,Yes,Several times in a month,Several times in a week,Once in a month,Once in a month,Once in a month,Never,Never,Never,Never,Several times in a month,Never,Once in a month,Once or several times a year,Once in a month,Several times in a month,Once in a month,Once in a month,Several times in a month,Once or several times a year,-,Never,Never,Once in a month,Never,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,Never,Never,Once or several times a year,Never,Never,Never
136,Man,25-30,Married,purchasing,Private sector,Lenovo S1 Lite,Akbank,0-5,3,Yes,Several times in a month,Several times in a week,Once in a month,Once in a month,Once in a month,Never,Never,Never,Never,Several times in a month,Never,Once in a month,Once or several times a year,Once in a month,Several times in a month,Once in a month,Once in a month,Several times in a month,Once or several times a year,-,Never,Never,Once in a month,Never,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,Never,Never,Once or several times a year,Never,Never,Never
137,Man,20-24,Single,Information Engineer,Private sector,Samsung,Akbank,0-5,,Yes,Several times in a month,Once in a week,Once in a month,Once in a month,Never,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Once in a month,Once in a month,Once in a month,Once in a month,Several times in a day,Several times in a day,Once in a month,I Prefer Internet Banking,I Prefer Internet Banking,Once in a month,Once or several times a year,I Prefer Internet Banking,I Prefer Internet Banking,Once in a month,Once or several times a year,Once or several times a year,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,Once or several times a year,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never
138,Man,25-30,Single,Engineer,Private sector,Iphone 6,Akbank,0-5,,Yes,Several times in a day,Once in a day,Several times in a week,Once in a month,Once or several times a year,Once or several times a year,Once or several times a year,Never,I Prefer Internet Banking,Several times in a week,Once in a week,Once in a week,Once in a month,Several times in a month,Several times in a month,Once in a month,Once in a month,Once in a month,Once or several times a year,Once or several times a year,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Once or several times a year,Once or several times a year,Once or several times a year,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Once or several times a year,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,I Prefer Internet Banking,Once in a week,I Prefer Internet Banking,Never,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never,Once or several times a year
139,Man,20-24,Single,computer engineer,Private sector,Iphone 6,Akbank,0-5,,No,Once in a week,0,Never,Never,Never,Never,Never,Never,Never,Once in a week,Never,Never,Never,Never,Several times in a month,Once in a month,Never,Never,Never,Never,Never,Never,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once in a month,Never,Several times in a month,Once in a month,Never,Never
140,Man,25-30,Single,Software Engineer,Private sector,Asus,Akbank,10+,,Yes,Several times in a week,Several times in a week,Several times in a month,Once in a month,Once or several times a year,Once or several times a year,Once or several times a year,I Prefer Internet Banking,I Prefer Internet Banking,Several times in a month,I Prefer Internet Banking,Once in a week,Once in a week,Once in a week,Once in a week,Once in a week,Once in a week,Never,Never,Once or several times a year,Once or several times a year,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once in a month,Several times in a month,Never,Never
141,Woman,36-40,Married,Software Engineer,Private sector,Samsung S3,,10+,,Yes,Several times in a week,0,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,0,Never,Never,Never,I Prefer Internet Banking,Never,I Prefer Internet Banking,I Prefer Internet Banking,Several times in a day,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,0,Once or several times a year,Once or several times a year,Never,Never,Never,0,I Prefer Internet Banking,I Prefer Internet Banking,0,0,0,0,0,0,0,0,0,0,0,0,never,never,,I Prefer Internet Banking,never,I Prefer Internet Banking,never,never,never,I Prefer Internet Banking
142,Woman,31-35,Married,computer engineer,Private sector,Samsung,Akbank,10+,,Yes,Several times in a week,Several times in a month,Once in a month,Once in a month,Once or several times a year,Never,Never,Never,Once or several times a year,Once in a week,Never,Several times in a month,Once or several times a year,Several times in a month,Never,Once or several times a year,Never,Never,Never,Never,Never,Never,Once in a month,Once or several times a year,Once or several times a year,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,Once or several times a year,Once or several times a year,Never,Never,Never,Once in a month,Once or several times a year,Never,Never
143,Woman,20-24,Single,Engineer,Private sector,Iphone 6,Akbank,0-5,,No,Several times in a week,Once in a day,Never,Never,Once or several times a year,Never,Never,Never,I Prefer Internet Banking,Once in a month,Several times in a month,Once in a month,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,Never,Several times in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,Once or several times a year,Once or several times a year,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,Never,I Prefer Internet Banking,Never,I Prefer Internet Banking
144,Woman,31-35,Married,Engineer,Private sector,Smartphone,Akbank,0-5,,Yes,Several times in a month,Several times in a month,Once in a month,Once in a month,0,Never,Never,Never,Once or several times a year,Once or several times a year,Once or several times a year,Several times in a month,Once or several times a year,Never,Once or several times a year,Never,Never,Never,Once or several times a year,Once or several times a year,Never,Never,Once in a month,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,Once or several times a year,Once or several times a year,Never,Once or several times a year,Never,Once or several times a year,Once or several times a year,Never,Never,I Prefer Internet Banking
145,Man,20-24,Single,computer engineer,Private sector,Iphone 6,Akbank,10+,,No,0,Several times in a week,Once in a week,Once in a month,Once in a week,Once or several times a year,Once in a month,I Prefer Internet Banking,Never,Once or several times a year,Several times in a month,Several times in a month,Several times in a month,Several times in a month,Several times in a month,Several times in a month,Several times in a month,Several times in a month,Never,Never,Never,Never,Once in a month,Once or several times a year,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Once in a month,Once in a month,Never,Never,Never,Never
146,Woman,31-35,Married,Not working ,Private sector,Samsung,,0,0,No,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
147,Woman,31-35,Single,Not working ,Private sector,Samsung,,0,0,NO,Never,Never,,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once in a month,Once in a month,Once in a month,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
148,Man,31-35,Married,teacher,Public institution ,Samsung,Yapi Kredi,5+,3,Yes,Several times in a day,Several times in a day,Once in a week,Several times in a month,Once or several times a year,Once or several times a year,Once or several times a year,Never,I Prefer Internet Banking,Several times in a week,Never,0,Never,Never,Several times in a week,Never,Never,Never,Never,Never,Never,Never,Never,Several times in a week,Several times in a week,Several times in a week,Never,Several times in a week,Never,Never,Never,Several times in a week,Never,Never,Never,Never,Never,Never,Once or several times a year,Once or several times a year,Once or several times a year,Never,Never,Never,Once in a week,Never,Never,Never
149,Woman,31-35,Married,teacher,Public institution ,Iphone 5S,Yapi Kredi,0-5,0-5,Yes,Several times in a month,Several times in a month,Once in a month,Once or several times a year,Never,Never,Never,Never,Several times in a month,Once in a month,Never,Never,Never,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,Once or several times a year,Never,I Prefer Internet Banking
150,Woman,36-40,Married,teacher,Private sector,Samsung j5,Ziraat,5+,3+,Yes,Several times in a day,Several times in a day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Several times in a day,Never,Several times in a day,Never,Never,Never,Never,Never,Never,Never,Never,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
151,Woman,41-45,Single,teacher,Private sector,Casper,Akbank,0,3,Yes,Several times in a month,Once in a week,Several times in a month,Never,Once or several times a year,Never,I Prefer Internet Banking,Several times in a month,Never,Once or several times a year,Once or several times a year,Several times in a day,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
